category_id,buy_events_before,buy_events_after,buy_event_change
2066743,1,0,-1
2071435,1,0,-1
2089582,1,0,-1
2102739,1,0,-1
2155313,1,0,-1
2174838,1,0,-1
2192649,1,0,-1
2204097,1,0,-1
2208169,1,0,-1
2221749,1,0,-1
2229642,1,0,-1
2242620,1,0,-1
2272488,1,0,-1
2290623,2,1,-1
2296439,3,2,-1
2304296,5,4,-1
2313724,1,0,-1
2321836,4,3,-1
2322253,1,0,-1
2340518,1,0,-1
2342116,2,1,-1
2358943,1,0,-1
2360839,1,0,-1
237446,1,0,-1
2409814,1,0,-1
2415168,1,0,-1
2419959,1,0,-1
2438773,1,0,-1
2452793,1,0,-1
2453525,1,0,-1
2459106,3,2,-1
2467853,1,0,-1
2496932,1,0,-1
2507053,1,0,-1
2512193,1,0,-1
2521664,2,1,-1
2530695,1,0,-1
2533863,1,0,-1
2540361,1,0,-1
2551049,1,0,-1
2585015,1,0,-1
2596428,1,0,-1
2615163,1,0,-1
2627103,1,0,-1
2630209,1,0,-1
2657849,1,0,-1
2689922,1,0,-1
2706436,1,0,-1
2718441,1,0,-1
2719067,1,0,-1
2720496,1,0,-1
2773917,1,0,-1
2794147,3,2,-1
2796506,1,0,-1
2839395,1,0,-1
2854994,1,0,-1
2860524,1,0,-1
286229,1,0,-1
2884555,1,0,-1
2891509,1,0,-1
2892802,1,0,-1
2895013,1,0,-1
2912070,1,0,-1
2935574,1,0,-1
294562,1,0,-1
2960717,1,0,-1
2964603,1,0,-1
2994558,1,0,-1
2997109,1,0,-1
3030258,1,0,-1
3042444,1,0,-1
3045640,1,0,-1
305253,1,0,-1
306020,1,0,-1
3077776,1,0,-1
3083452,2,1,-1
3102560,2,1,-1
3102658,1,0,-1
3108044,4,3,-1
3154837,1,0,-1
3160684,1,0,-1
3177764,1,0,-1
3177782,1,0,-1
318592,1,0,-1
3191556,1,0,-1
3206550,1,0,-1
3209590,1,0,-1
3211701,1,0,-1
3214361,2,1,-1
3220984,2,1,-1
3229336,1,0,-1
3233128,1,0,-1
3245753,1,0,-1
3257290,1,0,-1
3309245,1,0,-1
3312150,2,1,-1
3320579,1,0,-1
3343024,1,0,-1
3381583,3,2,-1
3400167,1,0,-1
3410245,3,2,-1
3422025,1,0,-1
3437860,1,0,-1
3448504,1,0,-1
3461734,1,0,-1
3490970,1,0,-1
3504022,2,1,-1
3521514,1,0,-1
3523150,1,0,-1
3538575,1,0,-1
359388,1,0,-1
3607361,12,11,-1
3608477,1,0,-1
36289,1,0,-1
3673049,1,0,-1
3675758,1,0,-1
3694486,1,0,-1
3715529,1,0,-1
3727100,1,0,-1
3742652,2,1,-1
374584,1,0,-1
3748100,1,0,-1
3755957,1,0,-1
3758209,1,0,-1
376030,1,0,-1
3767409,1,0,-1
3769928,1,0,-1
3770700,1,0,-1
3779986,1,0,-1
378056,1,0,-1
378205,1,0,-1
3790162,1,0,-1
3791831,1,0,-1
3803127,1,0,-1
3814016,1,0,-1
3817036,1,0,-1
3822927,1,0,-1
383530,1,0,-1
3844144,1,0,-1
384755,2,1,-1
3849096,1,0,-1
3864364,2,1,-1
3865465,1,0,-1
3867633,1,0,-1
3879308,3,2,-1
3879559,1,0,-1
3880463,3,2,-1
3885598,1,0,-1
3901193,1,0,-1
3913141,1,0,-1
3916967,1,0,-1
3919304,1,0,-1
3922126,1,0,-1
3924783,1,0,-1
3944885,1,0,-1
3953647,1,0,-1
3962843,2,1,-1
3982609,1,0,-1
3983988,1,0,-1
3995818,1,0,-1
4003932,1,0,-1
4004564,1,0,-1
401357,2,1,-1
4048584,3,2,-1
4066962,1,0,-1
4069129,1,0,-1
4096107,1,0,-1
4121221,2,1,-1
4163659,2,1,-1
4167298,1,0,-1
4199627,1,0,-1
4203730,1,0,-1
4212922,1,0,-1
4223213,1,0,-1
4233672,1,0,-1
4236628,1,0,-1
4238377,1,0,-1
4251131,1,0,-1
4258547,1,0,-1
4260727,1,0,-1
4263418,1,0,-1
4263789,1,0,-1
4284875,4,3,-1
4294583,2,1,-1
431452,1,0,-1
4321228,1,0,-1
4333465,1,0,-1
4350978,2,1,-1
4362740,1,0,-1
4378750,1,0,-1
4387956,1,0,-1
4407385,1,0,-1
4456596,1,0,-1
446701,1,0,-1
4476428,1,0,-1
4497044,1,0,-1
4499281,1,0,-1
4517019,2,1,-1
4524771,1,0,-1
4532706,1,0,-1
454555,1,0,-1
4558340,1,0,-1
4559624,1,0,-1
4563628,2,1,-1
4564007,1,0,-1
4565874,2,1,-1
4600060,1,0,-1
4612468,1,0,-1
4613485,1,0,-1
4621949,1,0,-1
462791,1,0,-1
4653800,1,0,-1
4655941,1,0,-1
466400,2,1,-1
4676764,1,0,-1
4684862,2,1,-1
4688770,1,0,-1
4692440,1,0,-1
4707763,1,0,-1
4713427,1,0,-1
4718134,1,0,-1
4760804,1,0,-1
4762182,2,1,-1
4763051,2,1,-1
4765593,1,0,-1
4822722,1,0,-1
4826471,1,0,-1
4829449,1,0,-1
4830705,1,0,-1
4847838,1,0,-1
4869837,1,0,-1
4874492,1,0,-1
4882154,3,2,-1
4889820,1,0,-1
4894095,2,1,-1
4896062,1,0,-1
4911958,1,0,-1
4921617,2,1,-1
4924053,1,0,-1
4936889,2,1,-1
4956748,1,0,-1
4966058,1,0,-1
4988053,2,1,-1
4993094,5,4,-1
5002819,1,0,-1
5029362,1,0,-1
5030562,1,0,-1
5034390,1,0,-1
5036985,1,0,-1
5037641,1,0,-1
5048770,1,0,-1
5126295,1,0,-1
5126693,1,0,-1
5147697,1,0,-1
5161669,1,0,-1
542584,3,2,-1
546023,1,0,-1
552733,1,0,-1
564681,1,0,-1
579836,1,0,-1
602012,1,0,-1
605237,1,0,-1
622741,1,0,-1
656392,1,0,-1
662846,1,0,-1
690811,1,0,-1
747109,1,0,-1
752128,1,0,-1
753984,2,1,-1
781315,1,0,-1
810632,2,1,-1
815501,1,0,-1
841380,1,0,-1
84264,2,1,-1
858800,1,0,-1
882095,1,0,-1
90791,2,1,-1
937407,1,0,-1
941949,1,0,-1
957119,3,2,-1
980785,1,0,-1
982081,1,0,-1
984003,1,0,-1
998114,1,0,-1
1030192,2,0,-2
1073768,2,0,-2
1090997,2,0,-2
1149584,2,0,-2
1169371,2,0,-2
1180629,2,0,-2
1207887,2,0,-2
1274417,2,0,-2
1286537,3,1,-2
1312642,4,2,-2
1349561,6,4,-2
1419417,2,0,-2
146830,2,0,-2
1506018,2,0,-2
1615537,2,0,-2
169865,2,0,-2
1807416,2,0,-2
1851156,11,9,-2
1898686,2,0,-2
2023387,2,0,-2
2085893,2,0,-2
2103768,2,0,-2
2169876,2,0,-2
2194744,3,1,-2
2230040,2,0,-2
2241047,2,0,-2
2303546,4,2,-2
2429887,2,0,-2
2436637,3,1,-2
244923,2,0,-2
2465336,14,12,-2
2515942,2,0,-2
2554987,2,0,-2
2578647,9,7,-2
2626154,2,0,-2
2671397,3,1,-2
2675427,3,1,-2
2702525,2,0,-2
2782399,2,0,-2
2812993,3,1,-2
2940518,2,0,-2
2966303,2,0,-2
3123187,2,0,-2
3138705,5,3,-2
3141832,2,0,-2
3164550,2,0,-2
3208959,2,0,-2
3248864,2,0,-2
3255541,3,1,-2
3371868,3,1,-2
3483675,2,0,-2
3530487,2,0,-2
360294,2,0,-2
3695050,4,2,-2
3740459,3,1,-2
3826089,2,0,-2
3848953,5,3,-2
3860845,2,0,-2
3902231,2,0,-2
4011278,2,0,-2
4015257,3,1,-2
4148053,5,3,-2
4187784,2,0,-2
4239038,2,0,-2
4244487,9,7,-2
4298656,2,0,-2
4301450,2,0,-2
4449178,2,0,-2
4537973,2,0,-2
4690421,5,3,-2
4723214,2,0,-2
4756105,32,30,-2
4780547,4,2,-2
4789674,2,0,-2
4813803,2,0,-2
4897718,2,0,-2
4901188,3,1,-2
491223,2,0,-2
4919077,6,4,-2
4979740,2,0,-2
5028877,3,1,-2
522951,3,1,-2
61626,2,0,-2
64179,8,6,-2
802833,2,0,-2
820727,2,0,-2
838946,2,0,-2
856718,3,1,-2
876318,2,0,-2
113102,3,0,-3
1265358,14,11,-3
1278525,3,0,-3
1379146,5,2,-3
1421972,5,2,-3
1575622,14,11,-3
1609467,3,0,-3
163196,7,4,-3
165035,3,0,-3
1884322,3,0,-3
2204852,4,1,-3
2529187,8,5,-3
2551289,3,0,-3
2572604,6,3,-3
2736436,6,3,-3
2837163,3,0,-3
2858794,6,3,-3
2926020,7,4,-3
3015852,4,1,-3
3100554,3,0,-3
3354571,3,0,-3
3398567,5,2,-3
3664107,4,1,-3
4583654,5,2,-3
4639855,3,0,-3
4834913,6,3,-3
611849,5,2,-3
721664,3,0,-3
737184,3,0,-3
804084,5,2,-3
1516409,11,7,-4
1609851,4,0,-4
1792277,4,0,-4
1859277,5,1,-4
2558204,5,1,-4
2939262,15,11,-4
3177877,4,0,-4
4794845,7,3,-4
553365,4,0,-4
883960,9,5,-4
1568197,5,0,-5
2311290,5,0,-5
235534,8,3,-5
339580,6,1,-5
3407883,7,2,-5
3624696,8,3,-5
285583,8,2,-6
4818107,7,1,-6
1834026,11,4,-7
2355072,19,11,-8
149192,19,10,-9
4145813,39,30,-9
982926,28,19,-9
